PK_UKBaseS,Technology,LAC,CellId,Easting,Northing,CitiLogik_Easting,CitiLogik_Northing
105781,4G,12319,938534,531618,182004,531619,182021
105785,4G,12319,320540,532953,180850,532964,180825
105787,4G,12319,279334,529831,180791,529805,180819
105819,4G,12319,229670,531296,181934,531311,181951
105824,4G,12299,25362,540555,178553,540541,178525
105825,4G,12296,154918,525970,164265,525975,164283
105828,4G,12319,320550,532953,180850,532940,180868
105830,4G,12319,229650,531296,181934,531315,181932
105844,4G,12297,268070,530116,175285,530142,175311
105868,4G,12319,354844,533301,181575,533275,181576
105886,4G,12319,354834,533301,181575,533316,181574
105901,4G,12297,388892,528149,175605,528168,175597
105903,4G,12306,243494,530710,178050,530695,178066
105912,4G,12319,307484,529115,178988,529107,178969
105925,4G,12297,388902,528149,175605,528167,175601
105940,4G,12299,403996,538980,180210,538987,180205
105949,4G,12297,388882,528149,175605,528164,175618
105951,4G,12306,243484,530710,178050,530694,178031
105968,4G,12299,403986,538980,180210,538985,180207
105969,4G,12306,391974,528472,178127,528446,178131
106013,4G,12299,404006,538980,180210,538972,180221
106032,4G,12299,257052,537960,179020,537931,179014
106037,4G,12299,257062,537960,179020,537933,179035
106061,4G,12290,490770,539895,169693,539930,169699
106063,4G,12299,354076,534600,181240,534596,181226
106078,4G,12299,361490,535870,177759,535904,177654
106079,4G,12297,396326,524045,178060,524023,178061
106126,4G,12319,725276,531991,179729,531974,179709
106152,4G,12299,246812,538930,179390,539059,179363
106167,4G,12319,278812,533270,179871,533264,179883
106182,4G,12297,1375270,523863,178366,523853,178380
106362,4G,12295,311572,545570,175222,545559,175211
106371,4G,12290,272906,534265,170115,534304,170132
106372,4G,12290,220958,539112,166173,539183,166207
106385,4G,12290,272916,534265,170115,534234,170136
106386,4G,12319,405002,533154,181852,533118,181827
106403,4G,12290,255518,537296,167627,537284,167625
106415,4G,8237,947218,581700,109600,581761,109482
106419,4G,12290,220948,539112,166173,539183,166207
106426,4G,12290,272926,534265,170115,534291,170147
106427,4G,12319,405012,533118,181841,533107,181840
106487,4G,6187,56594,526292,181587,526269,181678
106556,4G,6157,128135946,541679,185269,541689,185301
106599,4G,12299,328468,538943,182162,538935,182146
106600,4G,8251,1334802,576246,155639,576209,155600
106627,4G,6157,128064798,539610,183754,539585,183725
106638,4G,12299,205332,539633,181228,539660,181195
106655,4G,12299,328458,538943,182162,538952,182142
106677,4G,12299,328478,538943,182162,538930,182147
106688,4G,12299,205342,539633,181228,539603,181221
106708,4G,12296,754442,524297,169297,524298,169307
106718,4G,12296,242954,521628,166657,521637,166647
106731,4G,12296,754462,524297,169297,524281,169297
106733,4G,12296,366858,525347,166668,525360,166659
106745,4G,12296,754452,524297,169297,524299,169307
106747,4G,12296,283422,524351,168723,524343,168725
106768,4G,6150,879378,531150,185709,531067,185678
106775,4G,12296,341514,522718,168386,522711,168405
106798,4G,12290,257566,532485,161092,532485,161084
106812,4G,12296,257802,527960,159015,527971,159021
106824,4G,12290,408586,532069,160448,532071,160455
106924,4G,12290,277790,534202,168667,534213,168677
106925,4G,12296,347156,532972,170777,532980,170775
106945,4G,12296,394260,532591,167242,532599,167229
106947,4G,12296,355348,521258,161676,521271,161694
106961,4G,12296,408350,532189,168877,532170,168878
106986,4G,12296,408340,532189,168877,532208,168859
106995,4G,12296,394270,532591,167242,532576,167238
107013,4G,6157,128025886,533089,186740,532987,186702
107038,4G,6157,128627466,534606,186796,534590,186840
107066,4G,6157,128627486,534606,186796,534533,186751
107073,4G,6187,1332242,525870,180932,525855,180930
107088,4G,6187,128098068,533880,183870,533927,183842
107091,4G,6157,128601866,538193,186338,538181,186380
107118,4G,6157,128601886,538193,186338,538158,186292
107120,4G,6157,128444170,539978,186114,540033,186146
107130,4G,6157,129477898,538315,186115,538371,186138
107131,4G,6157,128444190,539978,186114,539895,186196
107144,4G,8237,1031442,574240,107359,574237,107371
107210,4G,12295,310548,546062,176061,546070,176009
107523,3G,965,63884,591148,163841,591114,163701
107538,3G,175,64645,563345,176352,563265,176559
107547,4G,8251,128649994,579601,155955,579623,155962
107566,3G,175,43586,563345,176352,563682,176259
107706,4G,12306,243466,530710,178050,530718,178072
107775,4G,12297,283668,528607,175818,528561,175812
108028,4G,8201,128994058,532338,106185,532395,106144
108053,4G,8201,128994068,532338,106185,532288,106158
108067,4G,8201,128994078,532338,106185,532334,106248
108077,4G,12299,259348,535750,178750,535729,178775
108110,4G,8201,128854282,532912,107330,532941,107373
108114,4G,12306,410634,531977,177565,531987,177560
108115,4G,12299,259358,535750,178750,535746,178779
108129,4G,12306,410654,531977,177565,531969,177562
108137,4G,12306,410644,531977,177565,531967,177559
108150,4G,12306,283156,532460,176990,532466,176978
108161,4G,12306,283146,532460,176990,532471,177002
108163,4G,12296,474900,533475,163148,533474,163165
108189,4G,12306,290058,532615,178439,532636,178436
108217,4G,12296,359434,524506,163685,524518,163684
108258,4G,12296,252682,528426,165596,528503,165617
108334,4G,12296,252692,528426,165596,528344,165605
108443,4G,12319,403486,533493,181470,533510,181464
108450,4G,12319,403466,533493,181470,533511,181466
108472,4G,12296,339476,527925,167580,527862,167612
108485,4G,12299,518932,542810,178559,542794,178558
108486,4G,12299,412170,539250,180000,539134,179914
108512,4G,12299,412190,539250,180000,539134,179914
108535,4G,12296,368660,525847,169318,525819,169310
108687,4G,12290,380702,535369,169796,535369,169814
108688,4G,12290,231444,547462,163377,547555,163331
108689,4G,6187,128750356,524910,181872,524904,181827
108713,4G,6187,130139146,527098,181758,527107,181804
108714,4G,6187,128750366,524910,181872,524874,181918
108736,4G,12290,231434,547462,163377,547551,163324
108737,4G,6187,128750346,524910,181872,524965,181845
108743,4G,6187,130139166,527098,181758,527048,181716
108744,4G,6187,130233876,525631,181944,525631,181889
108765,4G,12306,391956,528472,178127,528444,178125
108777,4G,6157,129709066,534646,185888,534659,185903
108779,4G,12299,257034,537960,179020,537932,179015
108830,4G,6150,128060702,531624,186897,531601,186920
108865,4G,12299,397332,535376,180961,535382,180931
108866,4G,6187,410142,534140,182580,534131,182563
108868,4G,12295,256778,551890,176130,551898,176100
108873,3G,175,64633,563824,178277,563691,178073
108881,4G,12295,257310,546585,175932,546590,175963
108890,4G,12299,354058,534600,181240,534612,181234
108891,4G,12299,1135370,537727,182297,537735,182297
108892,4G,6157,129938462,537028,184008,537003,184056
108893,4G,12295,256788,551890,176130,551907,176102
108901,4G,12295,257300,546585,175932,546548,175929
108914,4G,12299,397322,535376,180961,535398,180964
108917,4G,6157,128053022,537360,183660,537297,183632
108921,4G,12299,354078,534600,181240,534592,181247
108922,4G,12299,1135390,537727,182297,537720,182307
108923,4G,12299,1048084,536729,181827,536739,181821
108934,4G,12295,257290,546585,175932,546607,175957
108943,4G,6157,128053012,537360,183660,537382,183599
108948,3G,175,64635,563824,178277,566805,178277
108964,4G,12297,1240842,525730,174740,525732,174765
108976,4G,6157,128152862,535917,183276,535918,183244
109012,4G,12297,1240862,525730,174740,525729,174764
109027,3G,175,40770,558501,179341,558738,178547
109068,3G,175,56469,558501,179341,558627,179384
109086,4G,6148,128065822,549604,184571,549558,184553
109140,4G,6148,128065812,549604,184571,549652,184534
109196,3G,183,55196,534857,156068,534721,155957
109253,4G,6148,128061706,547620,184550,547638,184608
109307,3G,881,64199,617862,166864,618058,166924
109330,3G,881,63916,612072,165995,612006,165886
109336,3G,881,63918,612072,165995,612215,166144
110655,3G,943,65139,572979,107575,573163,107499
110656,3G,943,65135,572979,107575,572805,107516
110657,3G,890,64239,620586,136664,620532,136576
110927,3G,881,63280,636140,164555,636205,164756
110956,3G,881,63275,636140,164555,636027,164647
111211,3G,964,63451,581669,155728,581485,155776
112230,4G,65168,1246983,532514,181317,532510,181296
112328,4G,65150,1087760,526922,171324,526922,171440
112407,4G,65163,1202440,532422,181490,532409,181501
112594,3G,881,64219,616400,167300,616415,167524
112649,3G,881,64317,619009,161368,618837,160932
112655,3G,881,64217,616400,167300,616223,167183
112783,3G,890,64148,600608,142787,600658,142807
112794,3G,890,64061,617646,154987,619664,157614
112812,3G,881,63934,622507,162942,621966,162758
112853,3G,881,63935,622507,162942,622350,162818
112881,3G,890,63891,622053,150352,622356,148191
112966,3G,183,63624,537082,153125,537418,153276
112971,3G,310,64982,521774,176466,521647,176646
113030,3G,311,64963,535879,181112,535994,181082
113035,3G,310,64910,540605,172471,540923,172593
113062,3G,183,62866,544345,166700,544545,166691
113075,3G,175,64311,550565,174925,550701,174851
113076,3G,310,64908,540605,172471,540250,172228
113087,3G,311,62848,541487,183265,541381,183218
113088,3G,310,64983,521774,176466,521736,176410
113109,3G,183,62865,544345,166700,544440,166418
113123,3G,183,62864,544345,166700,544049,166870
113129,3G,901,63851,562377,100474,562331,100449
113143,3G,183,62839,550450,160450,550300,162067
113148,3G,964,63854,573080,155900,572996,156273
113186,3G,964,63846,571238,157135,570376,156826
113381,3G,965,63653,575085,170037,575010,169930
113390,3G,964,63545,576639,157068,576456,156906
113394,3G,311,62421,544493,178967,544379,178944
113397,3G,964,65331,577824,155502,577727,155516
113398,3G,965,64085,574650,163510,574704,163659
113399,3G,6,62558,553160,156650,552859,156925
113506,3G,189,63280,528860,164217,529006,164191
113508,3G,189,63275,523306,166648,523211,166502
113536,3G,189,63732,532311,166831,532345,166681
113537,3G,183,63119,539126,170022,539289,169987
113540,3G,183,62983,536860,166372,537410,166083
113542,3G,189,63701,528270,167014,528096,166561
113545,3G,311,62160,537650,179165,537559,178917
113561,3G,189,63278,528860,164217,528811,164314
113563,3G,189,63702,528270,167014,528268,167037
113564,3G,183,63025,542214,167334,541782,167813
113566,3G,311,62161,537650,179165,537942,179151
113577,3G,183,63928,533007,156002,533167,155928
113579,3G,189,63283,529015,163485,529004,163398
113583,3G,189,63272,522370,166030,522272,165886
113587,3G,189,63284,529015,163485,529175,163456
113588,3G,183,62899,552320,166710,552340,166895
113617,3G,183,63118,539126,170022,538960,169806
113618,3G,189,63273,522370,166030,522458,166041
113622,3G,189,63700,528270,167014,528230,167200
113627,3G,183,63924,539465,154122,539193,154090
113707,3G,943,65321,577020,112242,575508,112529
113762,3G,881,64627,639223,169241,639075,169212
113777,3G,890,64395,636351,150879,636120,150311
113811,3G,965,63538,577658,169452,578028,169272
113831,3G,965,63536,577658,169452,577392,169510
113888,3G,881,63499,630213,169181,630147,168964
113902,3G,881,63498,630213,169181,630104,169400
113923,3G,881,63469,633616,169870,633788,169986
114029,3G,964,65241,596337,147003,595109,145801
114051,3G,890,63365,606664,147237,605203,146981
114110,3G,890,63363,619076,137136,619196,136907
114125,3G,965,63327,587430,164550,587588,164391
114129,3G,890,63350,633040,141290,632619,141468
114146,3G,965,63328,587430,164550,587351,164615
114155,3G,943,65234,576362,120390,575774,120111
114156,3G,881,63391,635310,165110,634388,163703
114170,3G,890,63325,633700,147180,634521,147403
114174,3G,965,63295,573847,167621,573913,167801
114175,3G,966,62090,568300,177623,568016,178672
114244,3G,901,63249,560612,99599,560794,99480
114245,3G,881,63247,632458,157882,632639,157988
114257,3G,890,63324,633700,147180,633579,146339
114725,3G,302,64154,529943,182733,530012,182747
114726,3G,310,64956,534952,177484,534860,177514
114727,3G,305,65294,525628,183416,525686,183334
114728,3G,302,43491,525338,181809,525521,181789
114763,3G,301,64484,534090,180910,534139,180896
114771,3G,302,64155,529943,182733,529982,182676
114774,3G,302,43490,525338,181809,525299,181725
114776,3G,302,61755,527288,181506,527219,181532
114777,3G,302,62443,529993,177154,529931,177234
114785,3G,302,64153,529943,182733,529944,182803
114788,3G,302,43480,525338,181809,525312,182005
114794,3G,301,64336,533767,181589,533699,181701
114801,3G,302,61946,534620,183620,534842,183620
114809,3G,301,64210,532743,181726,532746,181661
114836,3G,302,61945,534620,183620,534444,183563
114855,3G,311,63000,544735,183111,544601,183183
114863,3G,305,65295,525628,183416,525623,183504
114865,3G,310,65070,524277,172628,524292,172474
114866,3G,302,61753,527288,181506,527304,181580
114867,3G,302,62621,529993,177154,530092,177161
114871,3G,301,64480,534090,180910,534086,180857
115214,3G,964,65516,592366,143000,593927,142942
115218,3G,901,63734,563760,103835,563696,106584
115222,3G,183,63148,556218,175032,555959,174977
115225,3G,311,63057,539050,177925,538988,177801
115227,3G,6,63052,544965,145663,544450,145885
115231,3G,310,64997,525835,172741,525641,172655
115276,3G,183,63149,556218,175032,556748,175432
115279,3G,311,63058,539050,177925,539141,177904
115308,3G,6,63248,556609,148655,556293,148910
115318,3G,310,65043,534944,174337,535140,174427
115331,3G,183,63147,556218,175032,556248,175282
115384,3G,311,62467,542627,185213,542717,185275
115387,3G,189,63235,529245,158105,529021,158079
115402,3G,189,63313,523260,157461,522864,157245
115408,3G,310,65025,525070,174635,525233,174646
115426,3G,310,63929,532823,173536,533013,173521
115430,3G,311,63036,538757,181129,538706,181169
115434,3G,310,65031,525070,174635,525208,174491
115444,3G,302,61958,532937,177435,532769,177732
115458,3G,311,62969,533467,184838,533531,184788
115461,3G,311,65039,540555,178553,540745,178426
115464,3G,311,63041,538757,181129,538908,181123
115470,3G,302,61956,532937,177435,532917,177328
115479,3G,183,63429,560500,169495,560542,168986
115485,3G,311,62970,533467,184838,533458,184989
115486,3G,189,63729,533105,166810,532944,166413
115506,3G,311,62810,541542,176036,541349,176392
115565,3G,183,62841,550150,158120,549756,158593
115609,3G,183,62843,550150,158120,550345,158338
115623,3G,183,62842,550150,158120,548908,156555
115713,3G,183,61674,543883,170739,544345,170200
115743,3G,302,61967,532504,178019,532598,178047
115752,3G,175,63436,551833,181731,552000,181859
115755,3G,311,62820,543523,184243,543396,183793
115761,3G,301,65517,531618,182004,531687,182003
115786,3G,183,62889,551110,168240,550781,168622
115794,3G,310,65072,527870,172175,527886,172236
115802,3G,301,64673,533109,181474,533196,181432
115807,3G,301,65487,531618,182004,531562,181942
115820,3G,301,65486,531618,182004,531588,182092
115835,3G,302,61711,531040,177695,530954,177678
115841,3G,189,63366,525773,165051,525741,164953
115849,3G,302,62000,528082,179204,528199,179251
115870,3G,302,61712,531040,177695,530926,177692
115872,3G,311,60885,545777,182453,545882,182458
115876,3G,189,63365,525773,165051,525453,165511
115879,3G,311,62986,540541,181117,540180,181059
115901,3G,175,63752,550934,173682,550761,173770
115903,3G,311,62829,537750,185960,537571,185834
115905,3G,301,64351,530545,178865,530531,178945
115928,3G,301,64672,533109,181474,533071,181454
115934,3G,301,44044,532953,180850,532955,180912
115935,3G,183,63371,546072,166059,546104,165873
115946,3G,175,64286,548309,175376,548474,175376
115964,3G,6,63967,527215,136264,527214,136431
115966,3G,301,65180,530403,180680,530355,180665
115978,3G,175,63753,550934,173682,550904,173645
115980,3G,311,62830,537750,185960,537910,185960
115988,3G,310,64160,534985,172226,535081,172352
116004,3G,302,64222,531220,183153,531124,183105
116009,3G,301,64256,532596,181214,532557,181138
116013,3G,6,63991,527215,136264,527083,136366
116015,3G,301,65036,529831,180791,529759,180844
116016,3G,310,65164,528292,172793,528233,172682
116018,3G,311,34603,536822,181364,536840,181544
116020,3G,6,64157,526178,137383,526133,137372
116024,3G,301,64419,531296,181934,531420,181913
116027,3G,305,65503,523105,183962,523126,184042
116041,3G,8,62876,527836,150800,527598,151022
116043,3G,301,65077,529859,180776,529929,180776
116045,3G,310,64505,525825,174955,525702,174817
116046,3G,311,34607,536822,181364,536913,181338
116052,3G,189,63245,527908,157868,528403,157791
116085,3G,965,64617,591148,163841,591263,163710
116101,3G,189,63285,532110,162387,532193,162512
116120,3G,310,65146,525127,177855,525065,177877
116131,3G,301,65018,529848,180765,529827,180686
116133,3G,310,64504,525825,174955,525787,175091
116160,3G,311,62701,535628,185009,535517,185045
116164,3G,911,65206,526926,105560,527185,105435
116172,3G,189,63676,524680,170585,524615,170803
116206,3G,311,62703,535628,185009,535549,185532
116217,3G,881,64214,617862,166864,617710,166967
116248,3G,943,65281,577308,117480,576528,119064
116270,3G,890,64264,620586,136664,621094,136633
116302,3G,881,63285,636140,164555,636191,164568
116559,3G,302,65065,526749,182072,526834,182122
116589,3G,302,65056,526435,183207,526591,183251
116647,3G,302,65064,526749,182072,526830,181948
116653,3G,175,63373,556433,178323,557057,177910
116654,3G,311,61590,535143,187140,534974,187053
116657,3G,310,63769,526762,174220,526602,174192
116684,3G,964,63640,590574,149770,589208,150663
116697,3G,311,61088,534448,187290,534488,187187
116741,3G,175,63372,556433,178323,556269,178082
116844,3G,183,61667,534134,161485,533800,161287
116910,3G,964,63501,569988,154090,566337,151301
116984,3G,311,62926,538057,187073,538129,187075
117040,3G,311,62927,538057,187073,538009,187174
117144,3G,175,63751,551482,174862,551574,174664
117259,3G,964,65236,574320,156830,573939,157088
117276,3G,964,65320,570870,159820,571259,159990
117288,3G,965,64130,576670,168810,577241,168723
117329,3G,6,64386,530189,137816,530108,138174
117330,3G,965,64129,576670,168810,576574,168531
117331,3G,965,64591,577811,168515,577973,168534
117332,3G,964,65338,570870,159820,570929,159869
117357,3G,189,62099,528714,160263,528776,160200
117369,3G,310,64876,522063,179659,521973,179468
117382,3G,311,62633,536248,178890,536205,178938
117386,3G,189,62098,528714,160263,528629,159625
117410,3G,911,65508,531625,106175,531709,106243
117448,3G,311,64695,535308,181269,535410,181574
117463,3G,311,64693,535308,181269,535142,181265
117478,3G,311,64694,535308,181269,535365,181234
117480,3G,311,62956,533879,185024,533543,185033
117538,4G,12319,1405982,530108,180343,530106,180370
117686,4G,6187,358940,533730,182336,533724,182318
118036,4G,12297,1036568,527625,175540,527620,175510
118781,4G,12295,1399818,553007,175584,553000,175621
118782,4G,12295,1399828,553007,175584,553000,175621
118783,4G,12295,1399838,553007,175584,553000,175621
118873,4G,12306,76302,529030,176810,529138,176792
118875,4G,12306,76322,529030,176810,528998,176928
119299,3G,310,65248,533822,175060,533833,175098
119300,3G,310,65247,533822,175060,533815,174951
119301,3G,310,65246,533822,175060,533716,175155
119302,3G,6,65532,552154,155421,552330,155376
119303,3G,6,65531,552154,155421,552208,155251
119304,3G,6,65514,552154,155421,552186,155859
119530,4G,24616,1360906,552154,155421,552173,155454
119531,4G,24616,1360916,552154,155421,552155,155457
119532,4G,24616,1360926,552154,155421,552151,155457
119777,4G,8208,128590612,559977,104521,560024,104715
119778,4G,8208,128590622,559977,104521,559812,104667
119787,4G,8237,128018698,572979,107575,573031,107636
119788,4G,8237,128018708,572979,107575,573041,107549
119789,4G,8237,128018718,572979,107575,572931,107527
119895,4G,8208,128596746,555070,105075,555158,104805
119896,4G,8208,128596756,555070,105075,554995,104821
119897,4G,8208,128596766,555070,105075,554860,105219
119982,4G,12299,1222164,535308,181269,535297,181250
119983,4G,12299,1222174,535308,181269,535302,181295
120846,4G,12319,209422,531421,182292,531462,182298
120848,4G,12319,209442,531421,182292,531390,182283
120986,4G,8251,128826634,590721,143374,590750,143455
120987,4G,8251,128826644,590721,143374,590618,143360
121005,4G,8208,129850890,563760,103835,563781,103883
121006,4G,8208,129850900,563760,103835,563805,103808
121007,4G,8208,129850910,563760,103835,563742,103784
121066,4G,12319,405026,533154,181852,533129,181885
121359,4G,24616,320798,541797,147803,541763,147835
121405,4G,12297,56078,524277,172628,524279,172643
121425,4G,12297,283662,528607,175818,528631,175817
121427,4G,12297,283682,528607,175818,528625,175833
122074,4G,6187,97304,535168,183105,535151,183103
122211,3G,175,60585,548269,183833,548275,183731
122213,3G,175,60578,548269,183833,548208,183846
122813,4G,12297,1466890,528795,176342,528787,176330
122814,4G,12297,1466900,528795,176342,528787,176329
122815,4G,12297,1466910,528795,176342,528777,176348
123015,4G,6157,128219914,533890,185022,533912,185005
123016,4G,6157,128219924,533890,185022,533936,184952
123701,3G,310,64243,524277,172628,524404,172681
123702,3G,310,64242,524277,172628,524320,172539
124161,4G,6190,130555914,522760,180450,522796,180486
124487,3G,301,64644,533670,181030,533803,181039
124488,3G,301,64643,533670,181030,533617,180940
124489,3G,301,64642,533670,181030,533598,181056
124613,3G,965,63096,590454,164234,590471,164398
124615,3G,965,63095,590454,164234,590550,164158
124617,3G,965,63094,590454,164234,590357,164177
124660,4G,12297,148760,525845,171740,525794,171684
124661,4G,12297,148770,525845,171740,525885,171775
124892,3G,301,64636,531400,181510,531440,181500
124893,3G,301,64634,531400,181510,531371,181455
124894,3G,301,64633,531400,181510,531396,181558
124895,3G,301,64652,533290,182290,533345,182282
124896,3G,301,64651,533290,182290,533266,182235
124897,3G,301,64650,533290,182290,533268,182353
124920,3G,310,63584,532590,172429,532839,172437
124962,3G,310,63573,532590,172429,532494,172389
125126,3G,310,63531,526117,176932,526228,176998
125149,3G,302,60245,534620,183620,534665,183618
125150,3G,302,60244,534620,183620,534586,183564
125151,3G,302,60240,534620,183620,534587,183657
125156,3G,302,60238,531220,183153,531184,183117
125289,3G,881,63120,611447,167077,611524,167079
125291,3G,881,63119,611447,167077,611361,167055
125352,4G,12319,327690,533405,182537,533430,182543
125353,4G,12319,327700,533405,182537,533395,182499
125354,4G,12319,327710,533405,182537,533397,182568
125407,4G,12299,99362,534651,179040,534693,179068
125468,3G,302,60205,528081,178433,528177,178401
125481,3G,302,60190,529993,177154,530092,177161
125482,3G,302,60189,529993,177154,529928,177022
125483,3G,302,60179,529993,177154,529935,177234
125487,3G,302,60222,528785,178443,528823,178468
125488,3G,302,60220,528785,178443,528817,178397
125584,4G,12297,171032,523980,175060,523968,175040
125585,4G,12297,171042,523980,175060,523963,175074
125670,4G,12319,1100302,533018,182284,533028,182304
125761,4G,6190,130619924,525512,183130,525477,183105
125762,4G,6190,130619934,525512,183130,525479,183114
125807,2G,903,17019,574301,116411,574500,116994
125856,3G,301,64462,532743,181726,532777,181774
125857,3G,301,64461,532743,181726,532754,181687
125868,3G,301,64482,532712,182586,532736,182638
125869,3G,301,64481,532712,182586,532743,182556
125871,3G,301,64472,532596,181214,532661,181215
126023,4G,8237,128560394,577020,112242,577168,112088
126024,4G,8237,128560404,577020,112242,577078,112023
126025,4G,8237,128560414,577020,112242,577141,112072
126063,4G,12319,327714,533405,182537,533399,182568
126385,4G,8265,128640266,620019,135916,620011,135972
126432,4G,12297,413986,524545,175745,524545,175823
126520,3G,302,60135,525506,181136,525500,181075
126521,3G,302,60134,525506,181136,525478,181190
126655,4G,12297,308258,531030,175660,531010,175678
126701,3G,301,64511,529781,180833,529834,180827
127007,3G,311,60448,535308,181269,535298,181295
127012,3G,311,60450,535308,181269,535343,181286
127230,4G,12319,248354,531673,180245,531670,180275
127236,4G,12319,248334,531673,180245,531686,180275
127312,3G,310,63497,523403,179990,523451,179926
127316,3G,310,63504,524595,179065,524659,179061
127337,3G,310,63462,524595,179065,524568,179122
127342,3G,305,64301,522794,180460,522756,180480
127369,3G,310,63463,524595,179065,524581,179009
127370,3G,301,64576,531860,180910,531789,180911
127402,3G,305,64300,522794,180460,522770,180482
127403,3G,305,64302,522794,180460,522903,180440
127423,3G,310,63496,523403,179990,523385,179944
127450,3G,890,63153,603021,140991,603099,140911
127454,3G,890,63154,603021,140991,603056,141038
127465,3G,310,63499,525127,177855,525117,177771
127497,3G,310,63498,525127,177855,525083,177884
127704,4G,8251,128611614,582466,155293,582385,155208
127727,4G,8251,128595742,575135,159307,575158,159423
127732,4G,8251,128595722,575135,159307,575218,159235
127735,4G,8251,128559882,572889,156855,572867,156903
127762,3G,890,63143,603021,140991,603011,141007
127795,4G,12319,440590,534097,179746,534111,179759
127903,4G,12290,1534996,533671,156568,533664,156560
127912,4G,8251,128538910,574354,155116,574308,155082
128040,3G,310,63445,532823,173536,532952,173360
128041,3G,302,60079,531040,177695,530997,177665
128262,4G,12297,302872,524606,178220,524589,178206
128305,4G,8251,128559370,577824,155502,577877,155495
128350,3G,310,63413,525845,171740,525716,171763
128472,3G,890,63053,630874,140070,630781,140012
128477,3G,890,63054,630874,140070,630978,140105
128489,3G,310,63408,525670,173435,525723,173362
128564,4G,12306,1074978,530180,177677,530174,177697
128569,4G,12297,17944,525638,177420,525618,177250
128576,4G,12297,1531928,525408,172790,525415,172773
128588,4G,12306,1074968,530180,177677,530192,177691
128716,3G,310,63309,535923,174121,535844,174122
128766,4G,12319,1469720,529250,178850,529231,178826
128840,3G,189,60088,524299,169294,524337,169326
128841,3G,189,59933,524807,162970,524647,162861
128843,3G,183,59861,532485,161092,532387,161036
128845,3G,189,60090,521628,166657,521522,166568
128848,3G,183,59860,532485,161092,532485,161084
128857,3G,189,59913,524506,163685,524484,163788
128859,3G,311,60455,534600,181240,534604,181181
128860,3G,311,60454,534600,181240,534548,181317
128873,3G,189,60091,521628,166657,521706,166580
128874,3G,189,60087,524299,169294,524398,169241
128880,3G,189,59927,530821,165300,530785,165151
128913,3G,189,59932,524807,162970,524772,163060
128914,3G,189,60086,524299,169294,524195,169247
128920,3G,189,59916,528995,164964,528901,164901
128921,3G,311,60456,534600,181240,534631,181236
129056,3G,189,60055,530864,164228,530887,164209
129094,3G,183,59875,523112,156033,523153,155982
129111,3G,189,60047,525960,163425,525901,163531
129114,3G,189,60218,524923,159622,524787,159721
129117,3G,189,60046,527805,165210,527870,165261
129119,3G,189,60040,531429,161677,531464,161794
129125,3G,189,60216,524553,160415,524501,160335
129141,3G,301,64410,529430,179203,529418,179150
129142,3G,189,60048,525960,163425,526004,163329
129143,3G,189,60049,525960,163425,526063,163442
129148,3G,183,59876,523112,156033,523146,156000
129168,3G,189,60044,527805,165210,527734,165251
129202,3G,189,59986,528860,164217,528811,164314
129214,3G,189,60124,524991,167366,524961,167240
129224,3G,189,59984,529015,163485,529004,163398
129268,3G,189,60178,529245,158105,529330,158191
129271,3G,189,60167,523260,157461,523153,157548
129287,3G,189,60115,522370,166030,522305,165941
129298,3G,189,60103,524680,170585,524626,170518
129299,3G,189,60102,524680,170585,524686,170723
129305,3G,189,59974,525970,164265,525912,164175
129312,3G,189,59985,529015,163485,529115,163485
129321,3G,189,60174,529245,158105,529263,157981
129325,3G,189,59960,532110,162387,532000,162281
129326,3G,189,59961,532110,162387,532118,162318
129327,3G,189,60104,524680,170585,524800,170576
129340,3G,302,60159,526720,180830,526779,180827
129341,3G,302,60157,526720,180830,526685,180884
129343,3G,310,63354,524545,175745,524490,175840
129345,3G,310,63374,531990,171596,532155,171618
129369,3G,310,63373,531990,171596,531857,171511
129402,3G,310,63365,525638,177420,525654,177245
129432,3G,302,60158,526720,180830,526685,180769
129511,3G,311,60328,538457,178940,538421,179048
129514,3G,310,63360,525717,178365,525678,178415
129515,3G,310,63347,522901,178947,522925,178905
129516,3G,310,63358,524164,179890,524033,179728
129526,3G,301,64378,529859,180776,529901,180785
129527,3G,311,60214,536822,181364,536902,181371
129528,3G,310,63277,528292,172793,528256,172755
129529,3G,310,63302,531150,173375,531165,173485
129546,3G,310,63357,524164,179890,524102,180003
129547,3G,310,63359,524164,179890,524274,179889
129550,3G,301,64637,530360,180486,530295,180529
129551,3G,310,63362,525717,178365,525721,178328
129552,3G,301,64638,530360,180486,530464,180427
129554,3G,311,60327,537650,179165,537635,179171
129560,3G,311,60333,536729,181827,536768,181840
129689,3G,310,63353,525054,176532,525092,176395
129740,3G,310,63351,525054,176532,525056,176641
130005,3G,310,63301,529444,172227,529588,172294
130009,3G,310,63293,531150,171880,531186,171786
130011,3G,310,63196,524045,178060,524113,178025
130024,3G,310,63331,533166,175269,533164,175183
130025,3G,310,63320,532800,176300,532758,176447
130026,3G,310,63322,532800,176300,532924,176305
130035,3G,302,59872,530180,177677,530131,177628
130051,3G,310,63326,533166,175269,533036,175417
130052,3G,310,63323,531030,175660,530963,175749
130065,3G,310,63299,529444,172227,529338,172257
130072,3G,310,63336,522390,178677,522334,178638
130076,3G,310,63195,524045,178060,523997,178086
130080,3G,310,63332,533166,175269,533278,175271
130085,3G,310,63311,532370,174909,532436,175001
130090,3G,310,63285,526969,173767,526989,173911
130103,3G,302,59900,532504,178019,532561,178027
