PK_UKBaseS,Technology,LAC,CellId,Easting,Northing,CitiLogik_Easting,CitiLogik_Northing
207157,4G,12319,101396,532595,180805,532587,180790
207342,4G,8249,129872916,590637,163933,590600,163845
207343,4G,6187,186378,531020,181950,531006,181945
207397,4G,8201,128002324,528790,105433,528794,105401
207423,3G,175,64166,543151,175332,542749,175605
207580,3G,183,46662,555646,172981,554713,171534
207600,3G,911,65527,525185,105645,525198,105092
207726,3G,175,48327,549570,178310,549410,178330
207984,3G,943,65509,579221,109572,578538,110007
208116,3G,943,65513,579221,109572,579262,109600
208146,3G,311,60213,536822,181364,536800,181317
208152,3G,311,60331,536729,181827,536714,181880
208159,3G,310,63346,522901,178947,522856,178919
208231,4G,12290,96542,536082,169638,536081,169663
208270,3G,302,60796,531980,177564,531995,177750
208473,3G,881,63406,615420,159190,615410,159025
208544,3G,189,63393,531429,161677,531679,162010
208572,3G,281,59600,531809,180959,531803,180956
208654,3G,282,61200,530106,180943,530126,180914
208811,3G,183,62593,544380,164270,544710,164611
208845,4G,12290,398612,539991,151349,539996,151322
209084,4G,8265,131496970,628975,143966,629027,143912
209093,3G,301,63172,532023,182062,531997,182129
209410,4G,12319,1401634,530117,180724,530137,180751
209879,4G,6157,128125716,540443,183397,540455,183355
210044,4G,12290,323594,545535,165940,545550,165936
210045,4G,12295,344094,550163,176227,550143,176233
210046,4G,6162,128678164,564890,173700,564860,173652
210453,4G,24615,833566,527215,136264,527191,136189
210482,2G,139,15930,531732,176901,531586,176709
210520,3G,189,57834,529901,164984,530003,164966
210532,4G,12296,1976350,528203,170234,528189,170207
210533,4G,12296,1976360,528203,170234,528176,170215
210672,3G,183,57273,546850,167722,547192,167719
211123,4G,12319,247316,530650,179520,530638,179656
211189,3G,301,36939,530550,180665,530536,180689
211328,3G,890,64625,631335,142015,631253,141969
211330,3G,881,64310,613030,166568,612862,166608
211393,3G,943,65225,558246,137387,558729,137533
211698,4G,6148,128583966,563830,176120,563798,176164
211791,4G,6148,128583946,563830,176120,563908,176185
211804,3G,310,64244,524472,177972,524417,177961
212063,4G,6187,83480,534370,181618,534373,181561
212064,4G,6187,83490,534370,181618,534349,181657
212387,3G,301,62750,532914,181100,532915,181041
212500,3G,183,34076,537082,153125,537457,153313
212572,4G,12319,247306,530650,179520,530669,179655
212704,4G,12295,194324,550934,173682,550914,173660
212782,3G,881,63496,630213,169181,630023,168808
212797,3G,881,63465,633616,169870,633585,169661
212832,3G,301,53836,529474,180240,529538,180249
212908,4G,12319,1390110,533708,181214,533686,181209
212925,3G,6,63189,566378,158689,566943,158633
212926,3G,6,64221,560911,157551,561704,156125
212992,3G,183,57564,534019,157911,534169,157846
213091,4G,6148,128386324,558610,178360,558631,178311
213178,3G,311,62382,539152,184518,539317,184519
213379,3G,311,59547,539835,184728,539779,184729
213406,3G,183,49388,566388,174130,566255,174070
213628,4G,8269,129705482,634900,170620,634881,170603
213641,4G,8208,128923934,561063,104470,561018,104466
213723,4G,12290,304926,539300,152885,539284,152891
213724,4G,12296,232724,527896,169110,527899,169084
213846,4G,6148,129673246,558016,177318,557997,177290
213980,3G,311,59316,536040,187430,535961,187302
213981,3G,302,59260,526251,182559,526302,182561
213982,3G,302,59258,526251,182559,526240,182632
214023,3G,175,59425,549845,185372,549688,185311
214240,3G,943,65511,579221,109572,579139,109378
214303,3G,302,60694,532824,183360,533058,183303
214347,3G,307,64249,527636,184510,527555,184353
214348,3G,307,64173,527636,184510,527535,184649
214481,3G,881,64312,613030,166568,613208,166674
214820,3G,302,62396,530500,177800,530427,177810
214832,3G,311,65011,536485,182474,536458,182383
214834,3G,311,62765,536040,187430,535985,187500
214881,4G,12297,254228,532370,174909,532390,174878
214933,4G,8201,129218324,530025,107206,530052,107158
215017,3G,310,63114,526461,174929,526558,174982
215018,3G,310,63113,526461,174929,526425,174804
215028,3G,311,59724,534743,180796,534715,180727
215128,4G,6150,128524062,529816,184780,529784,184822
215129,4G,12296,400404,521410,168597,521409,168561
215216,3GFEMTO,399,65312,533787,181904,533787,181914
215227,3GFEMTO,400,65437,590591,163692,590605,163802
215265,3G,183,39480,566185,172428,565882,172710
215268,3G,183,33276,562040,173530,562411,173434
215337,3G,964,65294,576320,155659,576345,155727
215352,3G,890,63195,622920,138190,623283,138052
215389,3G,175,59685,551833,181731,551925,181741
215426,3G,189,60165,527908,157868,527910,157765
215437,3G,189,60173,529245,158105,529148,158070
215446,3G,189,60231,528860,155860,528763,155591
215461,3G,189,59980,529015,163485,528970,163582
215477,3G,189,59975,525970,164265,526018,164289
215500,3G,301,64409,529430,179203,529392,179232
215660,3G,183,50478,534134,161485,533960,161450
215694,3G,890,64355,622920,138190,622664,137825
215810,4G,12290,1998366,535751,170657,535733,170645
215935,4G,6162,128786698,566388,174130,566404,174138
216235,4G,12319,279316,529848,180765,529833,180743
216255,4G,12290,324628,534040,155720,534055,155708
216256,4G,12290,324874,540004,166057,540010,166002
216362,4G,12299,128245022,539140,180110,539059,180048
216453,2G,917,1910,530025,107206,530002,107517
216536,3G,183,62971,566388,174130,568062,173200
216587,4G,6187,128072458,527140,182800,527122,182826
216622,3G,183,62538,539465,154122,539274,154088
216716,3G,301,63841,531851,181842,531894,181841
216725,3G,310,63236,539950,174780,539875,174682
216739,3G,302,60253,531020,181950,531013,181927
216750,3G,175,59715,550497,179211,550391,179073
216751,3G,189,59595,528270,167014,528268,167037
217048,3G,311,57851,536551,181550,536596,181558
217050,3G,311,57798,534532,180169,534642,180198
217348,4G,8269,130226206,633616,169870,633575,169870
217469,2G,895,2817,590935,172030,590697,171537
217530,2G,903,290,552675,130314,552817,130667
217637,3G,183,51742,563150,174310,563034,174308
217792,4G,12299,128247562,539140,180095,539044,180113
217825,4G,12290,304916,539300,152885,539295,152874
217826,4G,12296,232714,527896,169110,527911,169119
217945,3G,301,64470,532596,181214,532559,181138
217946,3G,301,64469,532596,181214,532568,181287
217956,3G,302,60167,533464,184145,533535,184162
217957,3G,302,60166,533464,184145,533481,184082
217958,3G,302,60165,533464,184145,533424,184192
217965,3G,302,60170,530699,183819,530712,183870
217966,3G,302,60169,530699,183819,530726,183764
217984,3G,301,64483,534090,180910,534010,180969
217992,3G,311,59366,533879,185024,533936,184952
218021,3G,943,65500,579221,109572,579254,109580
218029,3G,310,63530,526117,176932,526242,176846
218030,3G,310,63529,526117,176932,526007,177032
218037,3G,301,64539,530602,180792,530540,180790
218038,3G,301,64538,532665,181945,532712,181920
218039,3G,301,64537,532665,181945,532699,181878
218044,3G,301,64555,531421,182292,531485,182287
218045,3G,301,64554,531421,182292,531334,182189
218046,3G,301,64553,531421,182292,531437,182363
218055,3G,301,64595,533270,179470,533294,179476
218057,3G,301,64585,533270,179470,533289,179531
218069,3G,311,60417,540900,177321,540783,177312
218071,4G,12299,1554462,541169,174266,541162,174261
218098,3G,301,64686,532947,179535,532990,179529
218100,3G,301,64684,532947,179535,532912,179582
218400,3G,189,60217,524553,160415,524637,160305
218413,3G,189,60123,524991,167366,525081,167478
218417,3G,189,60144,521410,168597,521376,168507
218431,3G,189,60145,521410,168597,521515,168607
218432,3G,189,60143,521410,168597,521334,168688
218455,3G,964,65507,590721,143374,588459,143394
218636,4G,12306,290076,532615,178439,532593,178427
218766,3G,901,63897,547263,119859,547506,120147
218776,3G,943,65294,582710,110630,582310,110261
218939,3G,311,59723,534743,180796,534725,180909
218943,3G,311,59725,534743,180796,534814,180751
219087,4G,8237,128932106,582710,110630,582757,110656
219100,4G,24616,225034,553160,156650,553195,156648
219220,4G,12306,78858,529993,177154,530011,177147
219273,4G,12296,122654,530860,171220,530919,171314
219297,3G,301,64751,529720,178720,529731,178988
219298,3G,310,65108,525717,178365,525690,178246
219299,3G,310,64422,536670,175480,536864,175490
219577,4G,12296,155678,528612,170716,528600,170730
219839,3G,175,44120,551890,176130,551680,176055
219886,4G,8249,130074122,590614,165904,590641,165932
219945,4G,8201,128844564,525185,105645,525180,105565
220020,3G,183,61198,533460,160720,533347,160817
220250,4G,12296,19742,532295,168280,532281,168313
220372,3G,6,63986,563702,159081,561367,157093
220374,3G,310,65115,531150,171880,530874,171876
220452,4G,6157,130554890,535039,184672,534994,184707
220668,4G,12299,128245002,539140,180110,539055,180072
220685,3G,305,64509,523710,181078,523638,181138
220735,4G,24616,1717534,558900,146030,558818,146069
220736,4G,24616,1717514,558900,146030,558941,146099
220751,2G,139,7943,534985,172226,534873,172195
221027,4G,6162,130995220,565270,174013,565281,173954
221037,4G,12319,1781774,531806,181172,531815,181146
221166,4G,6148,129200394,550254,184387,550321,184387
221190,3G,183,57563,534019,157911,533449,157782
221403,4G,12297,229140,522901,178947,522855,178931
221505,3G,175,64367,546190,172620,546237,172376
221589,4G,8265,128868106,598900,144149,598744,144239
221626,3G,175,64629,557991,180578,558306,180692
221641,3G,6,65040,529673,138630,529583,138646
221766,3G,183,45354,563160,173015,562948,173361
221863,4G,8251,130248202,581669,155728,581744,155656
222091,4G,12297,996362,525060,174563,525085,174563
222092,4G,12297,996372,525060,174563,525083,174568
222093,4G,12290,1605642,540060,169330,540051,169312
222168,4G,6157,128137994,538891,184945,538931,184986
222402,3G,890,64386,636351,150879,636540,150412
222434,4G,6187,128555540,525506,181136,525480,181184
222535,4G,12295,158218,543973,173035,543999,173022
222542,3G,943,65336,577020,112242,577141,112072
222766,4G,12290,11786,529070,152853,529079,152851
222941,3G,890,64989,600520,143200,600336,143315
222991,3G,183,62813,534040,155720,534122,155557
223080,3G,964,63839,573080,155900,572996,156273
223155,3G,301,64320,529778,180731,529781,180723
223512,4G,8249,129442058,574650,163510,574716,163566
223513,4G,24616,225054,553160,156650,553154,156680
223652,3G,310,65354,531990,171596,532038,171479
223671,3G,881,63768,616713,159680,616415,159701
223684,4G,8269,129223956,619009,161368,618999,161275
223709,4G,8237,128660756,558451,139309,558467,139260
223741,4G,8251,130002964,590574,149770,590460,149801
223745,4G,6187,129191198,526160,181727,526124,181663
223779,4G,6187,317460,534827,182689,534799,182679
223883,4G,12290,98580,544558,167394,544482,167335
223885,4G,12290,324382,554609,174399,554621,174432
224489,3G,6,62852,552189,152293,554531,150878
224624,4G,12290,181002,538231,166559,538283,166585
224784,4G,12290,18708,553770,169036,553559,168991
224786,4G,6148,128162078,558975,182691,559044,182734
224923,4G,12296,13588,527805,165210,527728,165211
225254,3G,890,62718,628975,143966,628767,143902
225256,3G,890,62719,628975,143966,629010,143891
225438,3G,302,62139,526769,181467,526745,181394
225444,3G,301,63449,533290,182290,533336,182290
225582,3G,311,62877,537130,185127,537312,185457
225670,3G,310,64999,522011,174199,522143,174307
225725,3G,189,63350,525960,163425,526446,163580
225918,2G,139,30222,530116,175285,529975,175065
225954,2G,903,20027,583170,119755,585560,119237
226059,3G,310,65074,535459,172753,535584,172846
226110,4G,12290,323102,542223,168728,542201,168693
226116,4G,8265,128986378,600520,143200,600557,143195
226170,4G,12296,13578,527805,165210,527870,165261
226171,4G,12290,324894,540004,166057,539990,166004
226197,4G,12299,1108244,535400,178245,535271,178126
226282,4G,12295,232970,551833,181731,551881,181690
226322,4G,6157,128458506,538024,183300,538084,183281
226363,4G,6148,128386334,558610,178360,558631,178358
226376,4G,6150,128387870,527529,184420,527502,184449
226677,3G,307,63633,530881,184623,531034,184647
226721,3G,964,65362,574354,155116,574111,154878
226726,3G,183,61235,533648,155385,533541,155611
226745,4G,6187,129191178,526160,181727,526141,181839
226950,4G,8249,128878878,581536,166782,581538,166656
227398,3G,310,65000,522011,174199,522163,174424
227421,3G,301,64464,533781,181595,533788,181537
227606,4G,12319,315928,533306,181312,533283,181308
227631,3G,311,59134,539768,185145,539692,185233
227633,3G,311,59104,543010,186012,542890,186094
227634,3G,311,59099,542810,178559,542764,178628
227635,3G,302,59408,534124,181554,534146,181495
227712,3G,301,57752,528915,178969,528805,178984
227797,3G,310,64985,526117,176932,525901,177086
227958,3G,189,58348,527388,164940,527542,164835
228049,4G,12296,500508,526057,170912,526077,170899
228077,4G,12295,1886740,549224,176282,549213,176258
228126,3G,175,63323,549536,183393,549895,183236
228127,3G,311,62978,540070,183240,539990,183365
228674,2G,304,2744,527866,138887,528141,138984
228806,4G,12296,18196,530864,164228,530842,164233
229089,2G,927,16965,602476,144476,602530,144120
229235,3G,890,64356,622920,138190,623104,138130
229237,3G,189,63349,525960,163425,526004,163329
229346,2G,709,12969,565092,176137,565237,176154
229499,2G,903,6260,579221,109572,578793,110408
229560,2G,315,15883,526176,183033,526018,182905
229590,3G,302,58370,524912,181872,525008,181830
229593,4G,12297,1832970,527193,176247,527212,176243
229599,3G,302,58367,524912,181872,524898,181839
229680,3G,302,58748,534611,183256,534553,183290
229681,3G,302,58395,534611,183256,534666,183254
229689,3G,7,56284,579571,167957,579439,168119
229808,4G,6157,128138004,538891,184945,538920,184860
229862,4G,12296,150794,533103,166802,533034,166812
230320,3G,183,33160,555125,174367,554926,174219
230915,3G,6,64930,540111,137914,537870,136810
230973,3G,310,64795,539950,174780,540608,175046
230974,3G,311,64145,542600,183450,542541,183558
230980,3G,301,65244,533708,181214,533649,181208
230986,3G,311,58565,543342,180078,543254,180066
231019,4G,6190,128108318,523350,180620,523301,180577
231372,2G,895,2426,638804,166261,638934,166126
231391,4G,12296,1748490,531790,165941,531804,165941
231543,2G,304,16168,558318,156936,558424,156923
231571,4G,12297,1901074,525568,174596,525525,174619
232026,3G,227,63008,531355,118956,531403,119014
232112,2G,927,25137,599559,142961,599178,142518
232126,3G,310,63344,523249,178813,523232,178767
232198,3G,965,63594,590614,165904,590555,166079
232199,3G,965,63979,590529,162741,590100,162977
232303,4G,8249,129037086,576073,167439,576063,167499
232404,4G,12299,361482,535870,177857,535876,177962
232442,4G,12290,380690,535369,169796,535386,169798
232497,3G,6,61920,528858,136768,528867,136680
232515,4G,12295,1151498,547265,178980,547282,178940
232554,3G,965,64650,576907,166920,576965,167218
232586,3G,302,59259,526251,182559,526246,182503
232588,3G,302,59922,528652,178680,528688,178710
232589,3G,302,59919,528652,178680,528613,178719
232627,3G,310,63446,532823,173536,533008,173507
232653,3G,311,60371,541590,183809,541718,183849
232686,3G,311,60619,543165,184747,543274,184747
232687,3G,311,60617,543165,184747,543106,184656
232688,3G,311,60615,543165,184747,543075,184862
232689,3G,301,64515,531991,179729,532075,179714
232690,3G,301,64514,531991,179729,531962,179687
232772,3G,302,60485,530699,183819,530721,183682
232804,3G,6,64032,528446,143975,528875,144046
232805,3G,6,63232,528975,143827,528301,143798
232963,3G,943,65233,558451,139309,558403,139136
233043,4G,8201,129867796,526502,105555,526424,105522
233059,4G,8201,129867786,526502,105555,526552,105512
233203,4G,12297,1980450,522630,180060,522629,180094
233249,3G,302,58794,533731,182668,533632,182648
233276,3G,301,64388,533641,179522,533660,179487
233277,3G,310,63222,534952,177484,534844,177371
233517,2G,885,40022,578045,157265,577832,157010
233669,2G,315,17893,531020,181950,530868,182123
233679,2G,315,20272,527575,182030,527581,182037
233687,2G,314,16182,526765,181446,526770,181285
233722,2G,314,16015,526108,180654,526324,180666
234330,2G,895,2347,616400,167300,616054,166898
234857,3G,311,62767,536040,187430,536232,187431
234984,4G,6148,128063242,547471,183523,547472,183554
234998,3G,189,57044,533302,164381,533244,164669
235075,3G,183,48128,551110,168240,550935,167916
235363,3G,310,64998,525835,172741,526115,172748
235535,3G,183,62946,564890,173700,564812,173882
235576,3G,183,61083,554609,174399,554799,174763
235712,3G,890,65036,620956,137576,620765,137649
235898,4G,8237,131074570,567250,145800,567241,145830
236008,4G,6150,128387860,527529,184420,527572,184356
236136,3G,311,63204,541758,179267,542107,179082
236310,2G,885,16132,575135,159307,575342,158776
236432,4G,12296,1620746,532122,165389,532140,165394
236433,4G,12296,1620766,532122,165389,532090,165398
236485,2G,314,31,526720,180830,526882,180906
236488,3G,310,63046,526741,172770,526772,172898
236493,2G,315,29583,529057,182204,529124,182272
236501,2G,315,7912,533399,182890,533286,182668
236544,2G,316,16193,529720,178720,529687,178846
236584,2G,316,8723,532160,182340,531927,182443
236796,4G,12290,1913364,536457,171162,536427,171160
236797,4G,12290,1913354,536457,171162,536437,171182
236808,4G,12290,1913374,536457,171162,536433,171173
236983,3G,183,62644,538736,165260,538627,165424
236985,3G,183,64308,534216,161067,534234,160778
237004,4G,12296,258846,525773,165051,525754,165066
237048,4G,8249,129701918,591148,163841,591129,163920
237204,2G,52,24623,539126,170022,539416,170029
237275,2G,927,11309,604669,124716,603735,126820
237402,4G,8265,133306910,631180,143040,631142,143031
237434,4G,12297,1085212,528751,173547,528751,173576
237478,3G,183,58728,534330,155320,534326,155234
237505,3G,311,59145,544378,184450,544374,184434
237532,4G,12299,361492,535870,177857,535875,177962
237550,3GFEMTO,399,65400,532793,180995,532781,180987
237661,3G,183,60331,565295,171085,564965,171079
237717,4G,12297,268298,525127,177855,525124,177899
237722,4G,6187,12810,530601,182699,530607,182719
237770,3G,310,64299,524472,177972,524518,178001
237891,3G,881,64360,633907,170004,633785,169985
237892,3G,890,64339,623446,151784,623565,153936
238178,3G,301,64331,528754,178965,528730,178975
238317,3G,189,62045,521628,166657,521603,166785
238579,3G,310,64319,523863,178366,523722,178453
238882,3G,305,64338,524405,181295,524455,181229
239151,3G,183,65074,552440,174092,552516,174015
239200,4G,12319,172042,533641,179522,533652,179515
239259,3G,183,44028,560500,169495,560501,169004
239476,4G,12290,131278366,558249,175183,558240,175052
239477,4G,6157,131299860,538017,184911,537982,184662
239614,3G,281,54100,529181,182344,529195,182313
239735,3G,189,61875,528995,164964,529660,164961
239736,3G,189,64078,524506,163685,524460,163882
239795,2G,316,16408,532984,181709,532918,181703
240039,3G,302,60996,530045,183306,530022,183295
240231,3G,302,64213,530601,182699,530554,182866
240263,4G,8201,129071902,529375,109305,529625,109502
240280,4G,8201,129071892,529375,109305,529416,109018
240302,3G,175,63991,565092,176137,564978,176462
240390,3G,6,63230,528975,143827,528301,143798
240460,4G,8249,129701898,591148,163841,591203,163848
240486,4G,12297,2043174,527063,175309,527068,175290
240513,3G,310,62813,522790,178440,522834,178381
240647,3G,305,63735,522541,181147,522632,181184
240692,3G,183,59848,540350,169640,540283,169634
240699,3G,183,59810,535323,171557,535352,171663
240700,3G,183,59809,536585,167988,536771,167924
240702,3G,183,59460,546806,168714,546887,168799
240708,3G,183,59617,535369,169796,535378,169860
240714,3G,183,59685,539112,166173,539200,166201
240726,3G,183,59476,546080,168681,546000,168718
240727,3G,183,59477,546080,168681,546039,168617
240728,3G,183,59543,552455,174109,552402,174206
240731,3G,183,59797,537296,167627,537327,167725
240737,3G,183,59835,539126,170022,539086,170047
240744,3G,183,59789,536130,167185,536040,167221
240747,3G,183,59530,553565,174153,553580,173960
240749,3G,183,59618,535329,169743,535261,169716
240756,3G,183,59501,556218,175032,556119,175159
240760,3G,183,59552,551110,168240,551106,168095
240767,3G,183,59740,534019,157911,534170,157844
240776,3G,189,59810,533302,164381,533217,164190
240778,3G,183,59478,546080,168681,546187,168656
240785,3G,183,59779,539895,169693,539866,169613
240786,3G,175,59765,551940,176125,552032,176161
240789,3G,189,59829,532210,165617,532134,165632
240794,3G,183,59760,534040,155720,534083,155625
240803,3G,183,59620,554120,173974,554066,174073
240820,3G,183,59622,554120,173974,554224,173964
240837,3G,183,59850,540350,169640,540380,169584
240843,3G,175,59771,550934,173682,550982,173591
240845,3G,175,59770,550934,173682,550904,173646
240846,3G,183,59504,546072,166059,545968,166074
240851,3G,183,59836,539126,170022,539046,170038
240854,3G,183,59503,556218,175032,556241,174928
240858,3G,175,59775,552050,176980,552158,176809
240859,3G,175,59774,552050,176980,551937,176993
240861,3G,183,59681,533460,160720,533347,160817
240866,3G,183,59529,553565,174153,553445,174209
240872,3G,183,59849,540350,169640,540330,169605
240890,3G,189,59914,524506,163685,524398,163641
240991,3G,310,64303,532800,176300,532546,176473
241070,3G,183,62800,535214,158775,534692,158740
241229,3G,175,60927,553007,175584,552906,175632
241420,4G,6157,131386900,533460,184860,533465,184773
241504,3G,301,62843,532711,181083,532702,181124
241574,3G,301,62846,532711,181083,532697,181045
241616,4G,12297,2016270,522790,178440,522805,178458
241617,4G,12297,2016280,522790,178440,522781,178461
241756,4G,8201,128003870,531285,104940,531239,104981
241800,3G,183,62566,546800,162520,547140,162740
241818,4G,8251,130002954,590574,149770,590655,149687
241822,4G,6187,129191188,526160,181727,526199,181696
241891,2G,885,11257,590721,143374,588611,143138
241915,2G,885,20109,578940,144562,578957,144727
242110,4G,6187,128139550,526442,183216,526376,183235
242206,3G,881,62930,612444,166476,612519,166523
242411,3G,301,64873,533405,182537,533335,182500
242412,3G,301,65493,533405,182537,533435,182532
242440,3G,311,60404,540555,178553,540616,178551
242443,3G,301,64490,533109,181474,533089,181537
242444,3G,301,64491,533109,181474,533065,181455
242460,2G,304,11063,560687,149486,563261,149710
242753,2G,927,8233,604326,119846,604110,120495
242789,2G,917,6739,526206,130079,525968,131571
242987,4G,12306,1367064,532504,178019,532504,177994
242992,3G,302,58856,529115,183283,529072,183256
242993,3G,307,61488,527636,184510,527604,184478
243003,3G,301,65016,533708,181214,533717,181258
243015,3G,310,63137,523863,178366,523910,178381
243016,3G,310,63136,523863,178366,523849,178335
243018,3G,310,63140,524472,177972,524518,178001
243079,4G,12297,589838,522390,178677,522422,178684
243212,3G,307,61748,531751,185811,531948,185811
243419,3G,911,65294,526502,105555,526378,105382
243455,4G,8201,128003358,530451,105258,530403,105227
243598,4G,6157,128459038,538713,184420,538674,184479
243612,4G,6187,128093972,527622,182298,527667,182269
243690,3G,310,64990,523780,173740,523873,173874
243871,4G,12290,98590,544558,167394,544621,167446
243873,4G,6162,128206090,560484,174802,560539,174871
243928,4G,12297,1628682,526461,174929,526467,174943
244021,4G,12297,883486,525054,176532,525066,176546
244057,3G,302,64070,530089,177407,530075,177213
244273,2G,707,11111,526874,169997,527198,170052
244291,2G,895,2146,616400,167300,615979,167127
244297,2G,304,7371,525214,135870,524892,135732
244377,4G,6157,129809940,539835,184728,539892,184704
244379,4G,12290,155422,536585,167988,536735,168038
244638,4G,8237,130364938,573869,144956,574057,145064
244896,3G,964,63641,590574,149770,591995,148927
244899,3G,310,63740,529444,172227,529426,171817
244900,3G,183,62617,535323,171557,535207,171641
244912,3G,301,65262,533641,179522,533409,179457
244960,3G,183,62972,563160,173015,563155,173195
244976,3G,901,63250,560612,99599,560614,99803
245001,3G,881,63245,632458,157882,632415,157678
245025,4G,12296,1674260,530195,159154,530188,159161
245090,4G,12295,1151508,547265,178980,547270,178939
245377,3G,183,55948,564273,170089,565119,169977
245378,4G,12297,229130,522901,178947,522925,178905
245425,2G,895,10995,635310,165110,635478,165112
245790,4G,12290,323092,542223,168728,542203,168692
245831,4G,6148,128061716,547620,184550,547648,184521
245945,2G,927,17629,622275,136637,622426,136696
245999,3G,305,64392,522541,181147,522632,181184
246000,3G,305,64362,522541,181147,522622,180993
246001,3G,305,64355,522541,181147,522472,180968
246138,4G,8269,129311006,617862,166864,617829,166906
246196,4G,8269,129310996,617862,166864,617911,166875
246407,3G,301,64647,530650,179520,530803,179482
246408,3G,301,64646,530650,179520,530590,179657
246409,3G,301,64645,530650,179520,530593,179657
246665,4G,12296,160798,522340,161832,522238,161808
246673,4G,12296,122634,530860,171220,530919,171314
246716,4G,12297,79380,534952,177484,534942,177467
246930,3GFEMTO,399,65414,533806,179932,533797,179915
246996,4G,6157,130096660,538544,185098,538631,185100
247158,4G,12296,357386,529715,170377,529700,170350
247200,4G,12296,323348,525598,165496,525588,165485
247201,4G,12290,98570,544558,167394,544631,167428
247214,4G,12290,323614,545535,165940,545540,165957
247215,4G,12290,324372,554609,174399,554621,174432
247303,3G,964,63453,581669,155728,581360,155876
247432,3G,965,63070,575070,167705,574565,167745
247433,3G,965,62939,581464,166106,581368,166272
247437,3G,964,63001,592320,148640,593763,147836
247443,3G,310,63564,528302,173056,528235,173075
247480,3G,310,65519,536472,172163,536513,172033
247616,3G,302,33978,530030,182180,530117,182243
247618,3G,311,54139,538457,178940,538523,178715
247725,2G,52,15687,544285,169652,544946,169591
247753,3G,175,63570,549705,175771,549678,175774
247764,3G,175,64165,549024,182799,549429,182771
247772,3G,310,64583,524606,178220,524485,178094
247777,3G,183,64196,562040,173530,562092,173538
247784,3G,311,63002,544735,183111,544877,183197
247786,3G,301,65068,530829,181268,531057,181087
247787,3G,305,65330,524405,181295,524554,181370
247808,3G,302,64194,531740,184676,531867,184777
247809,3G,301,64870,531400,181510,531393,181571
247836,3G,301,63388,531700,182685,531507,182896
248067,3G,943,65486,596339,119123,595949,122813
248068,3G,943,65495,571563,125077,570988,122513
248143,3G,310,64984,521774,176466,521916,176444
248244,3G,901,64518,561063,104470,560860,104505
248261,3G,943,65375,557066,137663,555906,135795
248506,3G,890,64793,601875,143385,602078,143189
248525,3G,311,64962,535879,181112,535854,180994
248534,3G,302,60248,534822,182684,534992,182645
248758,4G,8265,129202954,636351,150879,636405,150932
248797,4G,8251,128996618,592366,143000,592165,142973
248861,3G,183,48127,551110,168240,550984,168437
248873,4G,6157,128459018,538713,184420,538733,184372
248905,3G,964,65093,576210,154341,575928,154638
248969,3G,301,64266,531860,180910,531903,180947
249123,4G,8208,128651530,560399,103191,560373,103233
249183,4G,12306,244514,528785,178443,528771,178442
249302,3G,6,63107,557607,166250,556708,167583
249417,2G,917,2785,523407,106275,523314,106190
249582,2G,885,31764,557581,143201,557847,142695
249625,3G,302,61944,534620,183620,534559,183659
249627,3G,310,65071,524277,172628,524533,172960
249628,3G,310,64916,524682,180608,524568,180782
249629,3G,305,65370,524691,184602,524598,184721
249688,4G,12297,1036574,527611,175540,527607,175506
249715,4G,12296,238622,533302,164381,533247,164384
249718,4G,8251,129755166,571238,157135,571401,157269
249765,4G,8249,129049876,577811,168515,577770,168478
249769,4G,8251,128846602,574320,156830,574378,156823
250093,4G,12290,344586,546080,168681,546093,168678
250292,3G,6,61917,528858,136768,528863,136864
250631,2G,885,58970,575799,158061,576007,157853
250890,4G,8251,128989962,575825,155307,575805,155336
251060,3G,890,62879,637480,152600,637310,152519
251106,2G,885,10911,573869,144956,573963,145379
251158,3G,301,65417,529139,179138,529132,179164
251328,4G,6162,128050452,563737,171281,563769,171317
251364,3G,964,65140,573516,154509,573360,154233
251375,3G,965,63953,573981,165893,573974,165480
251395,3G,881,63989,635530,166210,635777,166095
251490,4G,6187,130286090,529259,182102,529256,182126
251529,4G,12306,1367050,532504,178019,532524,178006
251531,4G,12306,1367070,532504,178019,532514,178000
251554,4G,12296,1720350,527496,163565,527491,163573
251575,4G,8269,129218836,613030,166568,613101,166475
251646,4G,8269,130226186,633616,169870,633656,169908
251649,4G,8269,130306570,615420,159190,615420,159252
251668,3G,964,65094,576210,154341,576961,154425
251670,4G,6162,128048906,563680,174130,563717,174106
251682,4G,24615,153354,525534,136571,525521,136560
251691,4G,12297,320266,526762,174220,526775,174215
251815,3G,7,44818,567407,159702,566046,158075
251831,3G,964,64181,588897,150816,588192,150875
251848,3G,964,64182,588897,150816,589381,150602
252069,4G,12319,101410,532595,180805,532578,180792
252363,4G,6190,129276180,524151,181843,524187,181838
252388,4G,8269,129177886,633907,170004,633863,170021
252524,3G,901,63894,539119,120667,539781,122064
252610,4G,12296,1557002,530840,161030,530865,161021
252893,3G,301,64761,529250,178850,529241,178798
253043,3G,311,64121,535689,179127,535840,179115
253066,3G,311,58972,539835,184728,539869,184768
253162,3G,943,62831,565979,127097,565932,127468
253368,2G,709,12864,556433,178323,556346,178659
253541,3G,302,59256,527170,183540,527132,183420
253552,3G,305,63729,522541,181147,522472,180968
253578,4G,6190,131299358,524462,183978,524438,183936
253604,4G,8251,131244052,596617,143290,596946,143125
253722,4G,12299,1568778,537650,179165,537635,179167
254003,3G,311,62850,541487,183265,541571,183259
