3e3f6c1529204ddf25f7bec4bad9d2d53c3277c17c33d771fa277119f67de6,1438254780000,175,64343
aabf977c3037da2cf45483d35f945c2d57d35030aa52e03cb51d846d3ecb389,1438254780000,89,65083
93bc3c442da54443efb74d39d922f432975db5d25de18fb7edd391bb197dfb,1438254780000,909,64474
cb495af3133fb4a9a1c60d36860a6d24faa2c73b23e13816acca99ea8e83048,1438254779000,292,65508
4d41a1123cc178ebb5b074bf2ac7fc19f8ccf80c94a5e568382bce6fcef7be3,1438254777000,305,64966
83e4fe90e0af53394641de5468f3cfb16f3a4e8e3e29421a7b897d9bfe266,1438254759000,301,64336
f7c5c6fb4d419a0dee98662a999f45d2086b22afd4d24beab6951bc1f87f,1438254778000,996,65143
ce8b3d4043d92886b065699db3e672a8cf9431eea13e5061b1a26954f588b133,1438254778000,311,62953
6bb4daf1edc5c6f98559231c3116dd24ce78e26aecfbf3dd76bef61f83fa04f,1438254777000,226,64436
2ce8fdc4a458f499182ee0184cc12b786a275d34d1871c6ca553fdcb8b63a6f,1438254777000,9,64862
55b20178f318ab5c80cfc7bb7e05dbbc0831d50848c7fa69a1617ad477184,1438254778000,281,60500
ea2830393926b81f3b844b79166a7553979afdca5a2a397e70aefa448aea6328,1438254778000,65,62407
b68c3b15539acb1357bc43d33597c1e774614fee39e2937d9c11d3241d73c86,1438254777000,184,63052
d947f1cc7ad16c0a30eee13458f8fe8ef9f4249c2368b5bf4e3ff6521d2621,1438254780000,959,64187
666a098dd47c8e69723a88f3917e83416a429a9c8bd58536d774f3f5415045,1438254779000,184,62460
9c747d7da28be1c45867cd1b834708a9fb22877cf1f8cb5504e9089918a2662,1438254779000,915,65265
8cc09ab63cce5af9dd714840ed619ab04dbfe83ce1ff8f51e8e98d4316dffb,1438254779000,305,65384
a7f38f552404684db3c47324671b750b3b1cb733eaca78c4a5cf53dd81151f,1438254779000,310,65268
97df138ebe1901167926f54ddf575fea75ae47ed65cbec0e3a6f8ef1648ec4,1438254777000,65,62579
edff78cd29ae19b907f2acdf6a35e87646cdd861258b65b9e73049d249dca,1438254779000,292,65506
2223688f5466d41ac90ca50399022f355129b0e17eb28444566bb6cb49b3fb,1438254776000,310,65064
1377b8cc962369d3fd270d2dcf5a5a39d93aa7538de4d035d31088343e87f0,1438254776000,943,65437
352be2eb333536298664a8cdef9c1a93c592d5e4603f7391b856a5c89a96f,1438254760000,22,63679
f0549dfe5a2fb86265a4c929e374d0542b97d9e9764a7bc30528f8be118d6,1438254776000,175,64170
ae3b25d9f16f68a82397416475ff181c924b572ef84f548e13e288e3e2c2a7f,1438254780000,22,64248
f1c8e857cb4a6b78cae32379f64fc85e0bd825d8edab1c0e4194acd4aff8,1438254780000,286,65253
a93c83aa75ce38356c14a05353a3615d1236229fb071c02e6b3e4ca63d940f9,1438254780000,175,61814
33b2e3474f3159eaf1fa66da4fb1f7c79e3ba7546c30feb372274712859517,1438254780000,175,64308
b310e340114b3dd33e45b28f2427317fe8ad6c1ace1b3cf71f23d2f4f3134e6,1438254780000,301,64673
6e52d52f47bb551f6fae7d87a3ef1d0c3a28da48aafea512f4070b4ec7691b6,1438254779000,62,64313
23a8f479cab48142df51f7d9bdd398bd594bd05c36d5e4fa3641db7b0167cc8,1438254780000,286,65320
bca825b0367c77094ab8d147eedbec272261cb8c751af2bfd26e648d52aecd,1438254777000,311,62422
88a542c287814d75bf83d3ba137d4bcc774e87dd7288a524157645cd2439892,1438254776000,292,65508
